0.108857158702,0.044595741444,0.176716147205,0.044795131259,0.035877889787,0.035864739269,0.029613848872,0.038406447695,0.308556160511,0.176716735257
0.767938922435,0.007630077502,0.071780871209,0.007662589913,0.005730260447,0.006383740799,0.005673721585,0.006254371343,0.049165069383,0.071780375384
0.242941682692,0.025066454256,0.272539104196,0.025221069469,0.017566152861,0.021959222106,0.016495090873,0.020888407735,0.084784959320,0.272537856492
0.065029760937,0.108169948044,0.072200405151,0.107492476125,0.111080740109,0.080065129044,0.070300280380,0.251087968985,0.062372849284,0.072200441941
0.065029760937,0.108169948044,0.072200405151,0.107492476125,0.111080740109,0.080065129044,0.070300280380,0.251087968985,0.062372849284,0.072200441941
0.005038368778,0.179057706596,0.011845152612,0.173857492952,0.143068686976,0.148804034928,0.004694919783,0.316440987573,0.005347455764,0.011845194038
0.007395306562,0.189103535970,0.014310700624,0.188799125056,0.171979850109,0.228034667225,0.007761012580,0.171044494593,0.007260567240,0.014310740041
0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000
0.012384177432,0.204691399369,0.024967875395,0.200494566980,0.275768385234,0.045504333709,0.013220336608,0.186849675629,0.011151298573,0.024967951070
0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000
0.009095222970,0.176177435639,0.015811023938,0.171932107173,0.162782278328,0.240751481040,0.007110176420,0.191718013732,0.008811206657,0.015811054104
0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000,0.100000000000
0.201681278932,0.054190411936,0.178943698280,0.054505887249,0.041421070317,0.043938836152,0.069861563696,0.046778909926,0.129734539421,0.178943804090
0.234540205331,0.018415238003,0.271093024215,0.018596450118,0.011797792647,0.012358204704,0.009126846058,0.015162717365,0.137817795145,0.271091726413
0.017573861196,0.149595238620,0.021358881602,0.147414631268,0.278910239665,0.079917679899,0.018049432468,0.248626084750,0.017195046026,0.021358904508
0.044046820727,0.061933181205,0.077724788453,0.061979060420,0.040362943871,0.533414596609,0.017942943354,0.052976762095,0.031893900199,0.077725003066
0.021554369919,0.086712370090,0.033062171237,0.088131583276,0.043393383609,0.586538051225,0.017220931448,0.069755535921,0.020569380987,0.033062222288
0.091913768762,0.030388559084,0.273071672432,0.030616254290,0.020603601648,0.022957799864,0.102738965047,0.028492165253,0.126144185429,0.273073028190
0.004898385964,0.209486605473,0.009288317038,0.204050360439,0.219171293415,0.062769632034,0.004582917439,0.271930536335,0.004533605932,0.009288345929
0.084860899353,0.017582660150,0.412514422886,0.017788754676,0.009223602535,0.008658496502,0.003318643844,0.015027354736,0.018511211133,0.412513954186
0.087433936408,0.096886941546,0.101784045659,0.097335626150,0.081991060761,0.082732747557,0.156473631622,0.089189245787,0.104388687966,0.101784076543
0.134546411714,0.056496356476,0.259693222086,0.057031929056,0.032698114829,0.044887476548,0.034117266701,0.051541865474,0.069294119721,0.259693237396
0.016586514677,0.181793250347,0.021017330579,0.179039154015,0.310164293694,0.082741723277,0.016140968413,0.154575922398,0.016923491266,0.021017351334
0.010147923138,0.139735671240,0.016269918757,0.136086060035,0.478766149874,0.049104251040,0.007271442964,0.137374408826,0.008974228788,0.016269945339
0.026844638501,0.155938785483,0.029269447508,0.153048796186,0.379052023912,0.086010320992,0.025580042517,0.087315921931,0.027670553111,0.029269469859
0.115809397238,0.092861338273,0.146858317911,0.093142865108,0.077014983500,0.069082455064,0.048519523726,0.074275157593,0.135577715179,0.146858246408
0.013064045419,0.204524969216,0.016816661174,0.200459539966,0.263494559680,0.076213661714,0.013131533667,0.182743626637,0.012734721006,0.016816681522
0.077615427690,0.097861252438,0.193649740939,0.098377759205,0.080998375962,0.073475094870,0.048998979012,0.071914205044,0.063458703033,0.193650461808
0.061266641119,0.124525902404,0.103725399919,0.124366797509,0.103301349730,0.134887728674,0.036139287034,0.153686592293,0.054374791258,0.103725510061
0.085133169521,0.058205519878,0.307390936136,0.058719692435,0.035734876248,0.033449914750,0.040967494119,0.037559557160,0.035447938486,0.307390901267
0.700892647278,0.004770454999,0.112744657663,0.004822056772,0.002841304956,0.003721451723,0.002830239675,0.003392703020,0.051240962319,0.112743521596
0.645555424697,0.014971064012,0.089049892091,0.015042488739,0.010862514924,0.016878202342,0.011978101491,0.013016925884,0.093596449563,0.089048936256
0.011328941158,0.227521131676,0.014023290697,0.222471581351,0.264662909549,0.076368282630,0.011444402773,0.147336322358,0.010819829439,0.014023308369
0.112397165213,0.042561622934,0.329069343873,0.042968025707,0.021567249993,0.034005153035,0.013264232119,0.036108669654,0.038989198674,0.329069338799
0.000001051018,0.000001721828,0.000001909054,0.000001741982,0.000001026657,0.000000904235,0.999987521978,0.000001131710,0.000001082479,0.000001909059
0.012119814152,0.243797149982,0.027012931439,0.240957689841,0.208266069018,0.056510036537,0.013485938867,0.160647578104,0.010189785153,0.027013006908
0.014318931417,0.210928604109,0.025891551815,0.207085962059,0.255182481419,0.111704449282,0.013732889598,0.122361575392,0.012901952987,0.025891601922
0.011122889193,0.136222953298,0.023450197721,0.135521662219,0.068355798938,0.460421805398,0.009166518139,0.123727510401,0.008560427986,0.023450236709
0.149635956332,0.012381710536,0.348203339805,0.012501091953,0.007199595908,0.009040947299,0.006493130725,0.010613767907,0.095729632672,0.348200826863
0.025454674032,0.207478703888,0.073341401828,0.206418055110,0.176161980594,0.063977139472,0.020364964810,0.133906787747,0.019554606396,0.073341686123
0.005565618877,0.113337956484,0.010420294512,0.116777778272,0.053371524813,0.034630210327,0.004514541850,0.645971474348,0.004990278299,0.010420322217
0.009321180831,0.015036823936,0.012641439528,0.015083741359,0.012292486040,0.010813523982,0.890161231348,0.012278170830,0.009729946794,0.012641455351
0.045314611427,0.165168587031,0.170795604365,0.172147342100,0.081878309946,0.060428168142,0.021031958136,0.083983573844,0.028455518744,0.170796326265
0.006878672409,0.154696195839,0.016469868642,0.153086786035,0.079820239329,0.421063460346,0.005355159914,0.139987219073,0.006172482608,0.016469915807
0.025642763364,0.194532736933,0.038421027383,0.193655122926,0.223174540539,0.097866035606,0.031006957884,0.130579867510,0.026699863488,0.038421084367
0.011278215783,0.204090201982,0.016252065787,0.199583233376,0.337268454995,0.055544183943,0.010421456073,0.139484839247,0.009825262181,0.016252086633
0.044453385396,0.186628453505,0.086468205770,0.190473923304,0.104358427132,0.089443335335,0.027599013914,0.149149331733,0.034957586430,0.086468337481
0.011961570358,0.187613414624,0.019714806723,0.184243809166,0.373100929172,0.083275501768,0.018693011626,0.090962979276,0.010719133541,0.019714843747
0.177677444834,0.088339175709,0.157270300184,0.088369506236,0.062519036165,0.061195825004,0.027544128923,0.076453856888,0.103361015524,0.157269710533
0.004934258884,0.159652177730,0.009602262055,0.155471128615,0.486462729552,0.087109529812,0.005622697278,0.077522149356,0.004020778192,0.009602288527
